ObservationDate,Country/Region,Confirmed,Deaths,Recovered,Tests,Population,Latitude,Longitude
2020-04-18,US,276,4,150,2713,331000000,-16.738385155418243,-26.551383844251532
2020-02-25,India,258,3,231,1724,1380000000,40.12226469169012,40.626030421688796
2021-10-11,Spain,515,5,107,1353,47000000,20.7104210247686,-73.82804627316884
2021-05-21,US,424,10,244,2025,331000000,53.52365965118898,-117.87400679233889
2020-06-26,Spain,293,4,243,1273,47000000,34.931157854980015,-4.046008444258419
2020-12-07,India,370,2,291,2478,1380000000,37.98408057718051,89.81268323669224
2020-06-06,Spain,300,2,262,1843,47000000,26.725005510011087,-85.27702123234089
2020-09-16,India,301,4,121,2752,1380000000,40.795997737067154,-96.83699805778794
2021-10-12,US,453,10,207,1794,331000000,-4.7414298498808165,-124.29811608632158
2021-10-06,Brazil,455,6,206,3224,212000000,-1.2413421667786437,1.294422208188962
2020-03-01,India,265,2,80,2809,1380000000,-12.673065228324319,9.816561405871681
2020-03-01,India,276,4,158,2012,1380000000,-17.412390042617663,-58.10402930293512
2021-07-22,US,423,2,274,920,331000000,-39.58466307289836,134.78658981129377
2020-03-17,US,263,6,59,1323,331000000,-7.395303471838318,23.482749046516886
2021-07-01,China,490,7,234,2108,1402000000,-22.907825697761737,71.06046536055914
2021-07-07,US,415,7,124,1815,331000000,-24.665109822308295,16.78527049047287
2020-05-06,India,305,3,225,1090,1380000000,-38.82638269569184,-109.09554985542769
2020-07-03,US,350,5,223,2046,331000000,-38.03187495427079,141.94545100673156
2021-03-29,India,414,7,304,3696,1380000000,-10.915048022507776,6.047349309164559
2022-03-13,Italy,536,8,183,2561,60000000,-21.325144549353034,130.86836474579462
2020-11-10,Italy,350,4,126,2872,60000000,-27.227192438512226,-37.51332211432093
2021-06-25,India,490,6,422,2182,1380000000,6.1297873601901784,131.064920323764
2021-12-25,Brazil,569,7,323,3627,212000000,15.613807126196193,-101.09969200182127
2020-10-04,Italy,328,6,187,2054,60000000,17.806806910942143,-25.664149441589018
2021-09-15,Spain,473,9,190,969,47000000,-0.6709590983372848,-56.71980098765363
2021-05-09,Brazil,482,8,320,3848,212000000,29.442404366333506,57.722078782951456
2022-02-08,US,515,13,458,2714,331000000,28.02996821470535,13.056686981848316
2020-02-03,Spain,251,1,178,2745,47000000,9.72322163089504,101.70705702179967
2021-11-01,Italy,561,11,243,2503,60000000,58.94846360408883,-100.16469075263956
2020-11-27,US,343,2,158,1553,331000000,22.190866719185244,-79.19875424935714
2020-03-12,China,270,3,158,1576,1402000000,-21.339834707670246,-28.72756059648117
2021-01-12,US,406,7,182,1438,331000000,12.383178812934872,23.952192336853415
2021-07-11,Spain,472,3,208,3123,47000000,26.758345169032822,-30.434972666474053
2020-06-15,Italy,296,2,167,1459,60000000,-6.561624248037219,-61.196720195411274
2020-03-15,China,277,3,93,2395,1402000000,-20.29763465868749,-26.14165504867077
2020-03-30,China,282,6,203,1696,1402000000,-23.777409325136077,120.86730195129056
2020-09-08,India,268,2,163,1884,1380000000,24.685510946423477,-83.41838375753389
2020-12-13,Brazil,382,10,208,2411,212000000,19.141943125737164,-122.14198390376347
2021-12-22,Brazil,483,6,195,1838,212000000,42.7630905594214,-12.714720478599617
2021-07-04,US,479,6,371,2633,331000000,27.193750059247364,89.96471724488535
2021-10-16,US,504,6,286,2738,331000000,-19.67803152168337,-100.13335388005102
2021-08-14,India,475,6,97,4142,1380000000,12.442977063273801,139.04365760436917
2021-10-14,India,487,3,353,3099,1380000000,-15.251536333267875,-39.92869297917731
2020-08-19,Brazil,319,2,220,1839,212000000,-33.678004492966195,4.813342958588123
2020-03-15,Brazil,222,1,77,1540,212000000,1.8103547766315984,-44.36422374175689
2021-05-18,US,488,7,241,3911,331000000,-27.388653692410767,44.532383824302144
2021-06-01,China,495,5,307,2982,1402000000,-8.68791702746092,-1.1742215366403457
2021-02-14,US,440,7,326,1464,331000000,-11.550236080413121,35.63895884249496
2021-04-29,US,423,10,138,1443,331000000,51.03034430179035,66.29241356528786
2021-02-08,US,424,5,174,2378,331000000,-13.192738803548131,-37.648600232332825
2021-11-29,China,499,6,389,2861,1402000000,-22.09134982050339,20.009509561708683
2022-01-09,India,572,5,326,4699,1380000000,40.150563342758346,137.6324214394175
2020-08-16,Brazil,311,2,233,2019,212000000,52.19474603435923,-27.406767387785607
2022-01-18,China,494,6,315,3768,1402000000,39.472705378751726,56.31073855807392
2021-04-10,Brazil,447,11,205,1283,212000000,-31.118585326873802,135.4240067031219
2020-11-01,Brazil,329,4,226,2447,212000000,-36.80304712077991,-95.47140674768448
2021-05-28,India,413,3,357,1726,1380000000,16.471179247875092,-32.70917660496407
2020-06-07,Taiwan,310,2,181,970,24000000,0.8999312481802448,97.78221019572902
2021-06-26,US,431,5,334,3668,331000000,-4.25601920464873,33.31226888552314
2020-08-06,India,344,8,150,2023,1380000000,10.813990079976037,-64.57215271538246
2022-03-28,Spain,540,12,296,4182,47000000,-16.267719696984138,6.829021062261063
2021-04-10,China,400,3,210,3247,1402000000,-8.343234086506044,-13.665526171968395
2021-12-05,India,553,4,409,1901,1380000000,43.73182381530391,-3.9978739452928664
2021-02-27,Brazil,437,11,153,2821,212000000,-18.39030282015068,-66.51447013075509
2020-04-05,US,283,4,179,2404,331000000,36.07534549823639,79.85158026516515
2022-03-29,Spain,593,6,297,1254,47000000,-32.91605265873801,-0.8405434104854521
2020-03-18,Spain,246,6,179,987,47000000,13.539706666907328,131.00524027740204
2022-02-09,US,499,6,440,3838,331000000,-28.966786373647842,75.03476777362792
2021-10-26,US,468,12,200,4262,331000000,33.62589180361837,-11.073893170913905
2020-06-29,Taiwan,340,4,128,3084,24000000,-32.467287106841,10.121960205995123
2021-08-15,Spain,435,6,94,1971,47000000,47.3725141344207,-51.51570391324809
2021-01-18,China,434,11,291,1839,1402000000,-7.187877514511143,-53.20844666921781
2021-09-03,US,431,6,177,2108,331000000,-36.79690689689916,8.528186786588293
2020-07-29,Italy,349,3,188,1606,60000000,26.960809300850542,102.35241901908074
2020-02-13,Spain,248,6,103,530,47000000,40.94537239942477,-28.306523509559042
2021-09-06,China,495,6,443,3676,1402000000,46.08291463872379,69.69167483319364
2021-09-02,Spain,482,2,239,2489,47000000,14.041739613353414,-121.37396205780612
2022-03-20,China,522,10,273,2425,1402000000,32.345628269859816,103.63853142827148
2020-09-23,Taiwan,334,4,123,2355,24000000,18.419556522895768,59.053180558719845
2021-10-24,India,515,9,214,3646,1380000000,-29.335144906838735,-86.9107807507286
2021-02-06,US,392,6,110,3042,331000000,-24.41661681123598,-99.33586081067345
2020-05-09,US,278,3,122,1795,331000000,59.503468819526205,145.41020385710868
2021-07-27,US,446,2,374,2643,331000000,15.693770784638808,120.1201877440574
2020-08-16,US,297,2,91,3032,331000000,-5.967596322099986,111.05238052597835
2020-06-29,India,314,9,162,2635,1380000000,-2.491826711997021,-129.3973298333232
2020-02-06,China,255,2,209,2293,1402000000,4.720379841856108,-109.87132950894858
2020-05-29,China,288,4,235,2193,1402000000,-9.252650386504232,-90.11312797744691
2020-07-05,Brazil,314,5,154,1181,212000000,-18.88834853045915,-73.32518626937002
2020-05-06,US,302,3,202,1036,331000000,6.127843703220542,-55.19545572582243
2021-05-08,Spain,507,7,349,2731,47000000,-16.28582420724618,37.716302438928494
2021-05-09,US,460,8,352,3020,331000000,-5.3490599620917365,-101.9323423516204
2021-05-30,Taiwan,417,11,340,2648,24000000,53.43033232913358,19.308839398224222
2021-10-25,Brazil,577,12,416,2241,212000000,-24.233548555554517,-45.79662930892103
2020-07-18,US,309,8,229,1943,331000000,-24.883312290854917,-0.38564097725819124
2020-06-22,China,346,9,130,1966,1402000000,50.356268602540595,-92.42665293996492
2022-01-16,Italy,517,7,128,3311,60000000,-37.871277810439786,73.7177908529429
2021-08-28,China,510,9,399,3363,1402000000,-7.958678018328264,-100.91468262287951
2021-05-24,China,437,4,357,2652,1402000000,-27.383808729500387,50.03824041294777
2020-08-08,Taiwan,299,2,224,1224,24000000,-22.57797004011107,-15.976947722697616
2020-11-13,India,406,2,226,2678,1380000000,-27.008642990327512,104.86842875608414
2021-01-20,China,381,3,202,2166,1402000000,-20.44385112843696,108.91777506573885
2022-03-03,India,493,11,432,2946,1380000000,27.086428396844937,24.278964961853774
2020-01-29,US,278,6,137,1678,331000000,48.57195752386518,-111.26866853743968
2021-11-06,Brazil,536,7,279,2592,212000000,2.1092479211766957,33.97576264333139
2021-03-05,Spain,442,13,220,2743,47000000,-9.804599328948136,110.6152282539309
2022-01-20,US,541,15,433,4092,331000000,-27.783730055343046,135.5298780493422
2021-05-01,US,412,8,353,3187,331000000,-17.69267002082173,-91.71705049157188
2020-02-03,US,249,6,161,1829,331000000,0.7139414326873421,-2.188973299617089
2020-05-25,Italy,290,8,208,858,60000000,-14.960489521942385,-110.56453717614164
2020-03-20,Brazil,276,1,102,916,212000000,3.039198285836463,-45.53231820189458
2020-12-21,India,417,3,344,1331,1380000000,-27.43906780905015,59.290171884511324
2020-10-19,US,352,4,304,1353,331000000,-24.09856817312178,11.042989853122265
2020-03-15,Brazil,271,2,195,2445,212000000,7.939537175026139,121.34927119725916
2020-04-02,China,305,7,212,961,1402000000,57.11863063757433,102.13467763094556
2020-09-17,US,332,4,243,2600,331000000,27.362749779996037,-35.11675006122496
2020-03-06,China,265,2,197,968,1402000000,-15.279459479976552,-17.01978995638234
2020-05-31,Taiwan,320,2,185,2685,24000000,-30.23935994829303,-4.774291341377449
2020-09-18,Italy,362,7,151,2592,60000000,12.302944085110894,81.27810651693875
2021-07-27,China,462,13,145,1995,1402000000,-23.55051005680304,-99.12104659363351
2021-06-17,Brazil,421,8,263,3272,212000000,-11.477765948907411,-76.12705501548632
2021-09-03,India,501,8,145,3411,1380000000,30.221448425497286,-25.170488144671097
2020-05-25,Italy,324,5,94,2085,60000000,47.309453709882135,-6.759491042513773
2020-08-02,US,314,4,235,1357,331000000,37.27327208799947,-47.10393938093853
2021-01-04,Brazil,403,11,141,2438,212000000,19.654292835747626,3.052029972841268
2021-03-28,Spain,441,12,185,3604,47000000,-6.020983589460002,-96.82147615995908
2022-03-09,India,466,6,408,1589,1380000000,33.41917704890251,88.19787867470671
2021-08-31,India,545,11,382,3015,1380000000,56.47975878754153,25.871530118338768
2021-08-19,US,498,9,154,1915,331000000,30.273987291862852,21.124864478008334
2020-11-30,Italy,386,2,307,3103,60000000,11.785692780652411,-77.66812829146815
2021-08-24,China,440,9,120,1717,1402000000,-15.21124320941055,-77.84616080860299
2021-07-31,Spain,470,8,154,1379,47000000,42.62818391215092,-18.446926669396333
2020-11-30,China,401,3,248,2517,1402000000,-27.698719961701798,115.34636462583066
2020-08-23,US,317,8,73,1900,331000000,-6.5814721824578655,-4.9878324052823615
2020-07-07,Brazil,307,8,127,1193,212000000,-37.57337567929818,75.11635243002706
2021-06-01,US,492,6,224,3365,331000000,50.19054493263302,40.456135674593014
2021-08-04,Brazil,528,9,188,4247,212000000,26.734299838572724,-109.36048082098105
2021-09-17,China,557,7,335,2126,1402000000,39.84221246852657,69.72582447079617
2021-06-12,Brazil,429,3,378,3699,212000000,-38.308428565272344,-8.762365255672691
2022-01-23,Spain,574,15,137,3719,47000000,9.954325517265396,3.6268289650099916
2022-03-16,US,564,9,359,4437,331000000,4.566045162082389,-36.38331040813597
2020-12-07,Brazil,426,6,141,3450,212000000,-2.571759493868342,-34.856685746524406
2020-11-03,Brazil,364,5,185,1980,212000000,45.36567840068783,112.72782848708641
2021-07-11,Spain,442,3,366,945,47000000,2.394483128348014,129.8447536195518
2021-07-16,Brazil,414,5,358,1628,212000000,2.5909796859299163,-82.15764271693173
2021-12-09,US,544,10,399,2869,331000000,48.947194693404015,-112.83362169814897
2021-08-05,Taiwan,529,6,400,1466,24000000,-20.883849952944676,6.94328399342379
2020-03-29,US,246,6,102,1914,331000000,6.627654334321335,137.00009256070388
2020-06-15,US,303,5,175,1277,331000000,21.929984238666634,63.43215410881345
2021-06-11,Taiwan,437,9,249,3207,24000000,-26.855964497220917,-82.19378163668367
2020-04-20,Brazil,288,5,253,1188,212000000,-6.9460015012052025,30.74359358922871
2020-02-08,India,278,1,224,2169,1380000000,4.487805109111363,-7.344821192561739
2021-08-06,US,465,3,119,1679,331000000,-19.497892642958668,138.07285002752621
2021-03-08,US,393,4,296,2373,331000000,56.48948872304244,-93.56888925924004
2022-02-27,US,626,17,429,1972,331000000,-0.8742550907165239,-124.96601578931683
2021-08-24,China,468,10,188,4080,1402000000,-38.02698875004799,12.540268465978556
2020-02-16,Italy,243,4,187,1706,60000000,-20.555244897595358,-23.78895968567919
2021-12-02,Spain,618,3,379,1784,47000000,45.08677767036285,80.50131160487692
2022-03-01,India,611,6,324,4499,1380000000,-9.677262134119154,144.58532890872232
2022-02-17,Brazil,561,8,282,3396,212000000,-33.84256882471183,147.8806314771906
2020-09-30,US,359,7,258,2496,331000000,-9.113522465924948,59.89365427372536
2021-09-05,Brazil,469,12,256,3277,212000000,37.23229326494261,115.19377595093837
2021-03-07,Taiwan,429,9,265,3084,24000000,-1.2688623295550414,29.107388942526825
2020-02-14,Brazil,281,5,113,1361,212000000,-14.886159905179284,117.95366733514513
2021-10-15,Taiwan,520,3,132,2358,24000000,-36.81467350413278,-66.99409294754312
2020-06-17,India,324,7,93,2047,1380000000,21.797777650943807,-3.854504903173691
2020-05-07,US,303,3,129,2491,331000000,53.779335823314085,147.57221460987995
2021-05-09,Spain,449,8,138,3626,47000000,-3.144137539896107,-25.636049413234602
2020-08-25,Taiwan,352,8,208,1891,24000000,-2.066909895324308,-112.66617116429488
2020-11-30,US,374,10,211,2349,331000000,35.27409238558876,-119.87513239990531
2021-02-25,Italy,406,3,101,2880,60000000,27.577776109411445,-129.30316423337774
2021-12-09,US,533,13,216,3842,331000000,6.84030772741329,86.44409168790921
2020-02-26,China,245,1,183,964,1402000000,-35.109655968002585,83.13052333630495
2020-09-12,US,317,7,123,1812,331000000,-13.675926117673207,-23.028561121242603
2021-07-16,India,430,10,109,1309,1380000000,52.603222992034716,101.42327577357793
2020-03-06,Brazil,285,6,233,1225,212000000,-20.12146194321801,142.22700800261373
2020-06-26,Spain,326,4,91,1973,47000000,-9.633127327137224,84.913709813575
2020-08-07,US,336,7,88,2172,331000000,59.4345654577572,11.851147221027219
2020-10-23,Italy,360,8,166,1403,60000000,41.57393592262322,-32.86428710638663
2020-03-21,India,256,3,90,1351,1380000000,-6.645949509819943,-2.4499128881176517
2021-06-28,China,486,10,105,2495,1402000000,0.8918855507675403,-13.244150721630703
2020-04-23,Brazil,291,3,70,2186,212000000,-22.936716240010732,-80.1064263187946
2020-03-26,Italy,264,3,214,1790,60000000,9.153165898655402,99.41202391532042
2021-08-03,Brazil,464,10,392,1263,212000000,36.96738654989626,-101.80011014812435
2021-09-10,China,547,15,309,3952,1402000000,47.84838027900355,28.026514112428742
2020-06-29,India,276,2,57,1997,1380000000,11.194351097069976,-78.11845850276129
2020-04-29,Spain,264,7,57,1339,47000000,-0.4318409568818993,18.859342617642454
2021-10-30,China,536,8,434,4507,1402000000,-7.920584228757306,64.97010899215601
2020-03-24,US,291,2,245,1925,331000000,31.59965368808237,-42.378412684463825
2021-12-20,US,508,5,111,1258,331000000,21.63206112167937,70.48716043081217
2020-09-03,US,320,7,67,2833,331000000,-16.560302121848334,73.99304765661438
2021-06-29,Brazil,460,2,382,1948,212000000,-9.094907578419672,-85.68907705464741
2021-07-14,US,509,6,221,2312,331000000,59.74811528125329,2.301480329837972
2021-07-30,Brazil,450,9,96,1748,212000000,58.570709216798235,9.629933455433672
2020-11-10,India,381,9,284,2102,1380000000,-18.194739870395203,-83.15808854308457
2020-07-14,China,294,4,139,1770,1402000000,-20.569846647630282,117.74262311519021
2020-06-15,US,330,8,199,2114,331000000,50.55275960367078,131.77763364372368
2020-09-20,China,382,9,313,2573,1402000000,57.25251361256663,98.85404421370103
2021-02-04,Spain,444,5,345,1689,47000000,48.86916307122834,61.526420920674326
2021-05-23,China,396,8,318,837,1402000000,-2.2030696571738346,76.2282617397654
2020-08-30,US,337,2,116,2911,331000000,16.244229444112847,140.77581347160583
2021-09-13,US,460,3,237,1673,331000000,46.17892447996206,93.76265218192776
2020-08-20,China,329,5,139,2278,1402000000,1.960642034010995,58.9808822560251
2021-03-31,China,397,8,210,2123,1402000000,-34.17719099716787,-96.66381369769752
2020-05-13,China,339,1,243,1776,1402000000,-12.423791307239284,40.795121182688746
2022-03-23,US,552,8,196,2595,331000000,-13.547268838471712,145.94027060359178
2020-08-09,Spain,261,3,148,1032,47000000,0.8942625846045473,64.5470566667565
2021-07-25,US,440,4,371,3330,331000000,36.306767305827464,4.910723244853671
2021-10-18,India,568,7,427,3235,1380000000,26.471366402777903,-59.228981909740014
2020-04-29,Taiwan,284,6,141,2695,24000000,24.03991623080107,-93.86011834386635
2020-11-26,US,372,7,220,1703,331000000,-11.235203032422966,-129.59684107749825
2020-06-17,Brazil,298,6,149,1225,212000000,-23.782307622929174,12.374007522764146
2020-05-17,Taiwan,282,3,99,1203,24000000,26.23847490807549,32.71422699672249
2021-12-04,US,477,9,261,2873,331000000,-2.9875217577041866,-62.153030318751206
2020-05-04,Italy,301,1,99,2606,60000000,34.85657615313022,-86.50988571759896
2021-03-31,India,415,8,315,2652,1380000000,-3.1912433404844904,-95.70800241389799
2020-09-01,Spain,340,4,234,1633,47000000,29.788336060669636,-32.25270197002406
2021-03-21,Taiwan,448,9,357,3021,24000000,-15.931335531047328,-71.61881030602416
2022-01-24,India,571,7,297,3566,1380000000,44.29830512932668,94.43176271982719
2020-09-08,Taiwan,371,9,268,1627,24000000,50.4335742998381,49.741799705970635
2020-05-16,China,328,7,272,1918,1402000000,28.41902498949173,-112.76979018037387
2021-08-13,US,470,10,299,3921,331000000,-28.009419756823824,92.78895023761191
2020-08-09,China,344,9,253,2747,1402000000,7.682274058972553,-117.38675696354153
2021-01-03,US,362,7,139,2175,331000000,59.93478899044929,139.3440723077709
2022-01-13,India,504,7,220,3468,1380000000,28.15597801855297,-94.78441628612336
2020-04-13,Brazil,284,7,230,2819,212000000,51.71581974749489,121.24196960883589
2021-05-12,Brazil,482,3,319,1705,212000000,28.306089730192355,80.3157896789753
2020-06-07,US,316,4,185,962,331000000,-34.687542148872026,49.47587784867224
2020-10-02,US,367,4,200,2875,331000000,0.5655315956496949,52.324133185535345
2021-01-13,US,339,8,105,1482,331000000,-12.554265348278633,27.488979215610897
2021-02-07,US,443,2,270,2111,331000000,-27.254809465903307,55.77498089686924
2020-04-22,India,277,6,75,1592,1380000000,44.569132927540664,-103.74722935596564
2021-01-05,Italy,418,12,237,3163,60000000,1.9606294858293793,86.3777699555342
2020-08-14,Brazil,343,6,106,2413,212000000,38.306273807558924,-50.973713445941144
2021-06-21,China,484,5,335,2150,1402000000,-22.575836491552458,-58.04311531497481
2021-02-02,India,407,7,327,2820,1380000000,-32.59204742584354,51.08590723027416
2022-01-26,US,566,6,229,4439,331000000,32.736768200350326,122.2808874647981
2021-06-12,Taiwan,449,7,297,2197,24000000,42.26810783288711,-53.659103290290176
2022-03-10,China,584,11,231,1565,1402000000,-28.029144080000087,-19.18716944633691
2020-12-02,Italy,368,5,300,966,60000000,49.013555751052905,6.006825990304435
2020-01-31,Italy,280,6,217,2338,60000000,46.50215494673536,-65.28564459412218
2022-03-23,China,575,11,280,3567,1402000000,38.659724690646726,75.50367079661996
2021-08-29,India,515,6,365,1945,1380000000,-35.56193211898473,43.22554297807048
2022-02-28,China,566,5,443,2278,1402000000,41.48630197862032,123.7621647320577
2020-06-26,Taiwan,312,5,109,1667,24000000,47.725791414147366,1.7617353828381397
2020-01-31,Brazil,243,1,119,1638,212000000,36.77406868647351,87.85696039247631
2021-05-31,China,443,7,350,3375,1402000000,57.43640016901767,-86.02656665964582
2020-09-19,China,364,8,316,3480,1402000000,47.356143149426586,38.450380288847384
2020-02-13,China,240,1,48,1659,1402000000,19.64471704026709,4.059550929467889
2020-12-10,Brazil,415,5,274,1715,212000000,14.462619474466457,15.017827014995106
2020-06-20,China,337,3,231,1091,1402000000,44.53512197464656,-22.872326144465106
2022-01-11,India,608,13,390,4421,1380000000,-13.507748175599541,36.77245066682039
2021-09-14,Brazil,525,4,241,4486,212000000,31.461429106343218,-99.4715575879058
2021-03-01,US,396,11,146,1469,331000000,-30.337322624101468,105.39543270030023
2021-05-20,Italy,487,14,145,2236,60000000,20.46038560243032,68.40482630274718
2021-05-05,Brazil,430,10,198,1953,212000000,18.970406173651824,128.49964747335838
2020-06-03,China,310,6,104,1068,1402000000,-19.70310382850667,25.106054418374157
2020-10-01,India,340,2,179,1668,1380000000,27.278904310077678,41.94641445529649
2022-02-18,US,528,8,405,1340,331000000,11.399142471868664,16.071723025862127
2020-06-28,India,314,9,264,2862,1380000000,33.19432177669992,29.315324406648045
2020-11-25,Brazil,356,7,311,1771,212000000,-19.797725931223763,-65.62673938421004
2021-06-05,US,427,4,316,2226,331000000,58.77762249230784,78.80547098340554
2021-11-08,US,471,4,120,2239,331000000,-12.728405589002765,110.87585066951405
2020-02-08,US,275,2,64,1789,331000000,-7.445171557120162,26.979462233386755
2020-03-30,Brazil,274,2,162,1591,212000000,-17.792076776013975,-89.67395861191758
2021-09-02,Spain,517,7,388,2991,47000000,43.137722506736026,-100.12596430871521
2020-07-07,US,356,8,87,2311,331000000,47.05112476362356,-38.514315025053705
2020-05-20,India,295,2,121,1180,1380000000,-15.290384722881633,73.63095812916166
2020-10-03,Italy,397,5,264,906,60000000,29.175797407886037,-97.02673391556033
2020-04-04,Spain,275,4,119,1816,47000000,-37.67573128647131,22.698683762187187
2020-09-18,US,367,6,211,2466,331000000,36.78618732924505,23.513338380779118
2020-08-29,Brazil,317,5,131,2251,212000000,40.643815689937384,-114.94815821524722
2022-01-29,China,532,3,343,4614,1402000000,37.01010197047282,-40.840191544897095
2022-03-15,Italy,519,3,184,4020,60000000,-1.1641756288551477,-69.7477140796133
2021-03-07,India,465,12,154,2059,1380000000,7.5275915796799495,-88.55051184653766
2021-02-26,Taiwan,388,7,267,2213,24000000,-34.249869240338256,141.50748708988044
2020-06-09,US,292,1,163,1073,331000000,45.576691552408505,-2.9121418574415543
2022-02-10,Brazil,570,6,127,3813,212000000,57.33477254635396,135.15139411416237
2020-10-12,India,382,4,284,3124,1380000000,35.112321536049606,117.36345148580438
2020-08-20,China,323,2,160,1951,1402000000,38.835043301838795,122.356666637204
2020-04-28,Spain,299,8,93,1535,47000000,35.28173827218167,71.83282140274767
2020-06-15,US,309,4,245,959,331000000,20.10216895485914,46.69956240486553
2020-01-30,US,227,6,78,1028,331000000,41.364519010994016,134.95577270684407
2020-09-25,China,359,3,251,1659,1402000000,30.433306327062198,117.46781107702682
2020-05-21,China,298,8,104,1441,1402000000,52.10904418443259,54.495745443892986
2020-03-05,US,276,2,87,2051,331000000,-26.89480552993868,112.32461877536286
2021-01-04,Italy,359,1,231,1291,60000000,-12.943820789125937,-2.7016007113966793
2022-02-14,Brazil,536,6,355,3696,212000000,-17.569657786371604,-5.649007555011451
2021-08-16,Brazil,469,6,282,2158,212000000,4.260903725554044,-55.4326708241685
2021-06-15,US,451,2,208,2697,331000000,-21.597247314719525,-82.85751240637404
2020-04-04,India,288,3,178,2459,1380000000,-12.631771203420236,-126.24129485432577
2020-10-30,Brazil,343,5,263,2718,212000000,-27.199792723693992,-12.95489050266994
2021-06-02,Spain,480,4,184,2766,47000000,17.17075286081767,111.67120187449888
2021-12-21,Italy,589,16,158,2316,60000000,27.55235974560658,140.10356321830824
2021-12-20,US,546,12,452,1464,331000000,29.44691507570529,110.08203877350553
2021-07-20,Taiwan,524,14,219,3147,24000000,1.434949538759156,139.77957419968493
2020-03-10,India,277,7,142,1699,1380000000,12.27867311230505,24.024674820151716
2020-06-01,US,316,1,264,3197,331000000,-24.632263790325503,79.56113166178196
2020-12-11,Taiwan,362,4,72,2899,24000000,-35.00119752250662,10.314347149932502
2022-01-04,US,522,3,218,4245,331000000,33.54595668033835,-65.29806774701369
2020-07-07,Taiwan,326,5,240,2610,24000000,-3.180673914901064,131.92135470057752
2022-03-13,Spain,526,4,347,2116,47000000,45.11076089825414,9.009998929763242
2021-04-06,US,477,4,158,3172,331000000,-30.859161019955536,3.6762993225835316
2021-05-01,Taiwan,480,10,300,3311,24000000,18.181378525551466,-15.754785343046535
2021-12-14,Spain,523,14,190,3240,47000000,14.865839821270427,97.02614238078351
2021-10-10,India,472,14,164,2061,1380000000,34.859676748552175,-4.485723074270851
2020-03-21,Taiwan,249,7,141,2383,24000000,36.813941382667295,-50.8947417910848
2021-06-16,US,481,7,411,2411,331000000,22.197788581244914,60.06109257348152
2021-03-02,India,450,13,239,2287,1380000000,50.32310353267553,-47.92614004071123
2021-06-09,Brazil,452,11,139,2591,212000000,-3.099029899602968,38.09133509821572
2020-07-16,Brazil,356,8,254,2047,212000000,2.7696209340442692,48.58310182541692
2021-09-04,India,519,4,443,4132,1380000000,-22.405108910633274,-16.585156193344048
2022-02-02,China,533,3,165,2261,1402000000,24.290208929124375,111.57811789680736
2022-01-09,Italy,560,14,370,2377,60000000,36.801680222191635,55.523017736700155
2021-05-11,China,441,10,173,3043,1402000000,51.507706741768956,131.9249293500174
2021-04-13,China,449,4,258,2983,1402000000,-13.771483282156346,-7.320443149721612
2020-10-02,Brazil,361,2,84,2392,212000000,27.79593260901207,108.06359828980524
2022-01-04,Italy,533,7,194,4448,60000000,52.680176663777175,-77.1412567182741
2021-07-28,Spain,425,3,184,2571,47000000,33.25164474762515,64.74174177862258
2020-08-27,US,345,8,276,2058,331000000,3.312560485984143,-114.30599858040111
2021-09-03,Brazil,540,8,358,2385,212000000,-11.105851343406556,11.978075998091839
2021-12-03,US,559,13,449,4143,331000000,38.28174259708878,92.95115921823529
2021-11-21,Spain,504,6,370,1933,47000000,9.757648636568149,6.82913646384992
2020-07-06,Taiwan,301,6,108,1940,24000000,57.91134897538737,2.3422025875171073
2020-08-30,Spain,326,6,188,1753,47000000,28.439215555358686,30.30578644581155
2022-01-22,China,598,5,183,3935,1402000000,-19.774712822311766,-39.100661998706016
2021-04-24,US,426,11,257,1291,331000000,43.172616079322594,26.46632809315446
2022-03-18,Spain,524,9,345,1620,47000000,5.222138541961975,130.57077148495034
2021-12-21,Italy,558,11,349,2084,60000000,-37.214622598103105,-89.57776957030433
2021-11-26,China,502,11,367,4356,1402000000,-7.7986918841035475,45.95137558704451
2020-07-20,China,327,2,165,1738,1402000000,-12.43992556832055,39.228145199305175
2021-11-13,Brazil,544,10,282,1459,212000000,55.98847523846487,-96.55850359366136
2020-11-25,Brazil,414,2,356,2208,212000000,12.999633413977087,129.99185102673266
2021-04-28,Spain,386,3,296,1596,47000000,44.53596931189361,56.404806148833046
2020-05-05,China,269,5,154,1797,1402000000,25.933416674785065,69.72428122537062
2020-07-28,China,360,10,192,2664,1402000000,-16.76117306275674,-28.261904845689287
2020-11-04,Spain,361,9,112,2129,47000000,35.90745754549006,-103.65692509520085
2020-12-22,Italy,333,8,91,2958,60000000,8.346581535379393,130.67582685790472
2021-11-15,Spain,463,12,141,3695,47000000,18.24857365834604,47.73147465727658
2021-03-16,China,417,11,287,1824,1402000000,-12.278322685030773,-113.14364220280073
2020-11-06,Taiwan,380,5,236,1786,24000000,6.587266406505634,115.04560289614082
2021-02-06,China,391,4,129,1220,1402000000,-7.2169137871704265,35.74704306005103
2022-02-13,Spain,588,13,304,4173,47000000,-34.35174871754462,-114.6574873028422
2021-07-21,Brazil,477,3,206,4018,212000000,24.65457745927651,-29.41425149444845
2021-05-17,US,454,4,344,1846,331000000,40.80352585966378,145.4971277237899
2022-02-18,US,552,15,116,1381,331000000,-10.668828647888937,-119.57668878720666
